"Giving_Team","Receiving_Team","Same.School","Flair_1_Points","Flair_2_Points","Total_Points_Given"
"FIU","Miami (OH)",FALSE,1,NA,1
"FIU","Michigan",FALSE,1,2.004,3.004
"FIU","Michigan State",FALSE,NA,0.668,0.668
"FIU","Middle Tennessee",FALSE,6,NA,6
"FIU","Minnesota",FALSE,2,NA,2
"FIU","Mississippi State",FALSE,1,1.336,2.336
"FIU","Missouri",FALSE,0.666,0.334,1
"FIU","NC State",FALSE,1,2.004,3.004
"FIU","Navy",FALSE,NA,0.334,0.334
"FIU","Nebraska",FALSE,1,0.334,1.334
"FIU","Nevada",FALSE,NA,NA,0
"FIU","New Mexico",FALSE,NA,NA,0
"FIU","New Mexico State",FALSE,NA,NA,0
"FIU","North Carolina",FALSE,NA,0.334,0.334
"FIU","North Texas",FALSE,4,NA,4
"FIU","Northern Illinois",FALSE,0.666,NA,0.666
"FIU","Northwestern",FALSE,1.332,NA,1.332
"FIU","Notre Dame",FALSE,1,1.002,2.002
"FIU","Ohio",FALSE,NA,NA,0
"FIU","Ohio State",FALSE,NA,1.002,1.002
"FIU","Oklahoma",FALSE,1,0.668,1.668
"FIU","Oklahoma State",FALSE,3.33,NA,3.33
"FIU","Old Dominion",FALSE,7,0.334,7.334
"FIU","Ole Miss",FALSE,NA,0.668,0.668
"FIU","Oregon",FALSE,1,1.002,2.002
"FIU","Oregon State",FALSE,NA,NA,0
"FIU","Penn State",FALSE,NA,0.334,0.334
"FIU","Pittsburgh",FALSE,1,1.002,2.002
"FIU","Purdue",FALSE,NA,0.668,0.668
"FIU","Rice",FALSE,2,NA,2
"FIU","Rutgers",FALSE,NA,0.668,0.668
"FIU","SMU",FALSE,NA,NA,0
"FIU","San Diego State",FALSE,1,0.668,1.668
"FIU","San Jose State",FALSE,NA,0.334,0.334
"FIU","South Alabama",FALSE,NA,NA,0
"FIU","South Carolina",FALSE,1,NA,1
"FIU","Southern Miss",FALSE,NA,NA,0
"FIU","Stanford",FALSE,1,NA,1
"FIU","Syracuse",FALSE,NA,0.668,0.668
"FIU","TCU",FALSE,NA,0.334,0.334
"FIU","Temple",FALSE,18,2.338,20.338
"FIU","Tennessee",FALSE,1,0.334,1.334
"FIU","Texas",FALSE,4,0.334,4.334
"FIU","Texas A&M",FALSE,NA,1.002,1.002
"FIU","Texas State",FALSE,NA,NA,0
"FIU","Texas Tech",FALSE,NA,NA,0
"FIU","Toledo",FALSE,4,NA,4
"FIU","Troy",FALSE,NA,NA,0
"FIU","Tulane",FALSE,NA,NA,0
"FIU","Tulsa",FALSE,1,0.334,1.334
"FIU","UAB",FALSE,3,0.334,3.334
"FIU","UCF",FALSE,5,1.336,6.336
"FIU","UCLA",FALSE,NA,0.668,0.668
"FIU","UNLV",FALSE,NA,NA,0
"FIU","USC",FALSE,NA,0.334,0.334
"FIU","USF",FALSE,3.332,1.336,4.668
"FIU","UTEP",FALSE,NA,NA,0
"FIU","UTSA",FALSE,2.666,NA,2.666
"FIU","Utah",FALSE,NA,0.668,0.668
"FIU","Utah State",FALSE,NA,NA,0
"FIU","Vanderbilt",FALSE,1,0.334,1.334
"FIU","Virginia",FALSE,NA,0.668,0.668
"FIU","Virginia Tech",FALSE,5.666,1.002,6.668
"FIU","Wake Forest",FALSE,NA,2.004,2.004
"FIU","Washington",FALSE,NA,0.334,0.334
"FIU","Washington State",FALSE,1,NA,1
"FIU","West Virginia",FALSE,NA,NA,0
"FIU","Western Kentucky",FALSE,NA,NA,0
"FIU","Western Michigan",FALSE,NA,1.002,1.002
"FIU","Wisconsin",FALSE,NA,NA,0
"FIU","Wyoming",FALSE,NA,NA,0
"Florida","Air Force",FALSE,1,1.002,2.002
"Florida","Akron",FALSE,37.99,3.34,41.33
"Florida","Alabama",FALSE,112.974,21.042,134.016
"Florida","Appalachian State",FALSE,18.326,6.012,24.338
"Florida","Arizona",FALSE,15.994,7.348,23.342
"Florida","Arizona State",FALSE,24.992,12.358,37.35
"Florida","Arkansas",FALSE,23.658,1.67,25.328
"Florida","Arkansas State",FALSE,10.66,NA,10.66
"Florida","Army",FALSE,24.658,9.018,33.676
"Florida","Auburn",FALSE,57.318,22.378,79.696
"Florida","BYU",FALSE,8.996,13.36,22.356
"Florida","Ball State",FALSE,2,3.006,5.006
"Florida","Baylor",FALSE,7,5.344,12.344
"Florida","Boise State",FALSE,13.664,20.708,34.372
"Florida","Boston College",FALSE,64.986,12.692,77.678
"Florida","Bowling Green",FALSE,1,1.67,2.67
"Florida","Buffalo",FALSE,11.332,1.336,12.668
"Florida","California",FALSE,11.664,6.68,18.344
"Florida","Central Michigan",FALSE,8.996,3.34,12.336
"Florida","Charlotte",FALSE,2.332,1.336,3.668
"Florida","Cincinnati",FALSE,22.658,23.046,45.704
"Florida","Clemson",FALSE,66.312,21.042,87.354
"Florida","Coastal Carolina",FALSE,3,NA,3
"Florida","Colorado",FALSE,6.664,9.686,16.35
"Florida","Colorado State",FALSE,206.312,10.354,216.666
"Florida","Connecticut",FALSE,12.998,8.35,21.348
"Florida","Duke",FALSE,15.662,15.698,31.36
"Florida","East Carolina",FALSE,1.332,0.668,2
"Florida","Eastern Michigan",FALSE,NA,2.004,2.004
"Florida","FIU",FALSE,19.322,1.002,20.324
"Florida","Florida",TRUE,1239.476,40.748,1280.224
"Florida","Florida Atlantic",FALSE,NA,NA,0
"Florida","Florida State",FALSE,436.262,22.712,458.974
"Florida","Fresno State",FALSE,8.33,2.338,10.668
"Florida","Georgia",FALSE,238.954,26.052,265.006
"Florida","Georgia Southern",FALSE,11.328,5.344,16.672
"Florida","Georgia State",FALSE,18.992,NA,18.992
"Florida","Georgia Tech",FALSE,38.978,36.74,75.718
"Florida","Hawai'i",FALSE,9.998,3.006,13.004
"Florida","Houston",FALSE,12.998,24.716,37.714
"Florida","Illinois",FALSE,25.996,25.718,51.714
"Florida","Indiana",FALSE,11.33,4.342,15.672
"Florida","Iowa",FALSE,21.33,3.34,24.67
"Florida","Iowa State",FALSE,11.996,2.672,14.668
"Florida","Kansas",FALSE,14.666,3.006,17.672
"Florida","Kansas State",FALSE,7.664,2.672,10.336
"Florida","Kent State",FALSE,1.666,0.668,2.334
"Florida","Kentucky",FALSE,170.97,11.69,182.66
"Florida","LSU",FALSE,217.286,31.396,248.682
"Florida","Liberty",FALSE,2.998,0.668,3.666
"Florida","Louisiana Monroe",FALSE,NA,NA,0
"Florida","Louisiana Tech",FALSE,5.996,0.334,6.33
"Florida","Louisiana-Lafayette",FALSE,1,0.334,1.334
"Florida","Louisville",FALSE,43.654,9.352,53.006
"Florida","Marshall",FALSE,2.332,3.006,5.338
"Florida","Maryland",FALSE,39.658,11.356,51.014
"Florida","Memphis",FALSE,32.994,28.056,61.05
"Florida","Miami",FALSE,129.976,34.736,164.712
"Florida","Miami (OH)",FALSE,8,1.336,9.336
"Florida","Michigan",FALSE,36.324,14.362,50.686
"Florida","Michigan State",FALSE,17.996,13.36,31.356
"Florida","Middle Tennessee",FALSE,9.328,2.004,11.332
"Florida","Minnesota",FALSE,5.33,5.678,11.008
"Florida","Mississippi State",FALSE,287.934,9.018,296.952
"Florida","Missouri",FALSE,207.636,7.348,214.984
"Florida","NC State",FALSE,15.662,6.346,22.008
"Florida","Navy",FALSE,16.656,19.372,36.028
"Florida","Nebraska",FALSE,23.66,20.374,44.034
"Florida","Nevada",FALSE,1.666,5.678,7.344
"Florida","New Mexico",FALSE,3.666,NA,3.666
"Florida","New Mexico State",FALSE,3.666,2.338,6.004
"Florida","North Carolina",FALSE,13.662,21.376,35.038
"Florida","North Texas",FALSE,18.666,1.67,20.336
"Florida","Northern Illinois",FALSE,19.998,9.018,29.016
"Florida","Northwestern",FALSE,24.658,16.7,41.358
"Florida","Notre Dame",FALSE,35.988,12.692,48.68
"Florida","Ohio",FALSE,4.998,3.34,8.338
"Florida","Ohio State",FALSE,75.646,17.368,93.014
"Florida","Oklahoma",FALSE,62.988,14.028,77.016
"Florida","Oklahoma State",FALSE,17.998,9.686,27.684
"Florida","Old Dominion",FALSE,5.328,6.012,11.34
"Florida","Ole Miss",FALSE,49.978,15.698,65.676
"Florida","Oregon",FALSE,30.66,7.348,38.008
"Florida","Oregon State",FALSE,1.666,2.004,3.67
"Florida","Penn State",FALSE,34.324,16.366,50.69
"Florida","Pittsburgh",FALSE,5.662,67.134,72.796
"Florida","Purdue",FALSE,29.326,13.026,42.352
"Florida","Rice",FALSE,3.998,4.342,8.34
"Florida","Rutgers",FALSE,18.328,3.34,21.668
"Florida","SMU",FALSE,10.996,9.352,20.348
"Florida","San Diego State",FALSE,14.328,4.008,18.336
"Florida","San Jose State",FALSE,0.666,NA,0.666
"Florida","South Alabama",FALSE,10.326,1.002,11.328
"Florida","South Carolina",FALSE,123.982,11.69,135.672
"Florida","Southern Miss",FALSE,1,1.67,2.67
"Florida","Stanford",FALSE,27.992,6.346,34.338
"Florida","Syracuse",FALSE,40.66,11.022,51.682
"Florida","TCU",FALSE,19.328,3.674,23.002
"Florida","Temple",FALSE,45.318,29.392,74.71
"Florida","Tennessee",FALSE,321.29,14.028,335.318
"Florida","Texas",FALSE,36.992,6.68,43.672
"Florida","Texas A&M",FALSE,50.992,16.366,67.358
"Florida","Texas State",FALSE,1,0.334,1.334
"Florida","Texas Tech",FALSE,20.66,7.348,28.008
"Florida","Toledo",FALSE,5.998,1.67,7.668
"Florida","Troy",FALSE,27.322,7.682,35.004
"Florida","Tulane",FALSE,3.332,18.37,21.702
"Florida","Tulsa",FALSE,9.332,14.696,24.028
"Florida","UAB",FALSE,12.662,4.008,16.67
"Florida","UCF",FALSE,133.95,99.532,233.482
"Florida","UCLA",FALSE,21.324,9.352,30.676
"Florida","UNLV",FALSE,2,1.002,3.002
"Florida","USC",FALSE,26.658,10.02,36.678
"Florida","USF",FALSE,58.652,114.228,172.88
"Florida","UTEP",FALSE,2.666,NA,2.666
"Florida","UTSA",FALSE,NA,1.002,1.002
"Florida","Utah",FALSE,23.658,24.048,47.706
"Florida","Utah State",FALSE,5.33,6.68,12.01
"Florida","Vanderbilt",FALSE,144.642,9.686,154.328
"Florida","Virginia",FALSE,20.996,12.692,33.688
"Florida","Virginia Tech",FALSE,82.98,19.038,102.018
"Florida","Wake Forest",FALSE,19.992,14.028,34.02
"Florida","Washington",FALSE,23.992,11.022,35.014
"Florida","Washington State",FALSE,26.996,9.352,36.348
"Florida","West Virginia",FALSE,42.324,10.02,52.344
"Florida","Western Kentucky",FALSE,0.666,0.334,1
"Florida","Western Michigan",FALSE,1.666,3.674,5.34
"Florida","Wisconsin",FALSE,9.33,15.03,24.36
"Florida","Wyoming",FALSE,9.332,1.336,10.668
"Florida Atlantic","Air Force",FALSE,8.996,0.668,9.664
"Florida Atlantic","Akron",FALSE,29.33,6.346,35.676
"Florida Atlantic","Alabama",FALSE,4.664,7.682,12.346
"Florida Atlantic","Appalachian State",FALSE,3.664,2.004,5.668
"Florida Atlantic","Arizona",FALSE,1.666,1.67,3.336
"Florida Atlantic","Arizona State",FALSE,0.666,2.004,2.67
"Florida Atlantic","Arkansas",FALSE,1.998,1.67,3.668
"Florida Atlantic","Arkansas State",FALSE,0.666,2.672,3.338
"Florida Atlantic","Army",FALSE,4.996,2.338,7.334
"Florida Atlantic","Auburn",FALSE,1.332,14.362,15.694
"Florida Atlantic","BYU",FALSE,1.332,0.334,1.666
"Florida Atlantic","Ball State",FALSE,0.666,1.67,2.336
"Florida Atlantic","Baylor",FALSE,1.332,2.004,3.336
"Florida Atlantic","Boise State",FALSE,2.998,1.002,4
"Florida Atlantic","Boston College",FALSE,2.664,2.672,5.336
"Florida Atlantic","Bowling Green",FALSE,2.332,0.334,2.666
"Florida Atlantic","Buffalo",FALSE,2.664,1.002,3.666
"Florida Atlantic","California",FALSE,NA,NA,0
"Florida Atlantic","Central Michigan",FALSE,1.332,0.668,2
"Florida Atlantic","Charlotte",FALSE,8.662,1.002,9.664
"Florida Atlantic","Cincinnati",FALSE,5.662,2.672,8.334
"Florida Atlantic","Clemson",FALSE,3.332,4.008,7.34
"Florida Atlantic","Coastal Carolina",FALSE,NA,1.002,1.002
"Florida Atlantic","Colorado",FALSE,1.332,1.336,2.668
"Florida Atlantic","Colorado State",FALSE,0.666,1.67,2.336
"Florida Atlantic","Connecticut",FALSE,3.664,1.002,4.666
"Florida Atlantic","Duke",FALSE,4.33,1.002,5.332
"Florida Atlantic","East Carolina",FALSE,0.666,NA,0.666
"Florida Atlantic","Eastern Michigan",FALSE,2.998,0.334,3.332
"Florida Atlantic","FIU",FALSE,14.326,1.336,15.662
"Florida Atlantic","Florida",FALSE,1.998,16.7,18.698
"Florida Atlantic","Florida Atlantic",TRUE,5,2.004,7.004
"Florida Atlantic","Florida State",FALSE,7.326,19.706,27.032
"Florida Atlantic","Fresno State",FALSE,NA,0.334,0.334
"Florida Atlantic","Georgia",FALSE,1.332,2.672,4.004
"Florida Atlantic","Georgia Southern",FALSE,0.666,0.334,1
"Florida Atlantic","Georgia State",FALSE,1.998,NA,1.998
"Florida Atlantic","Georgia Tech",FALSE,2.664,1.002,3.666
"Florida Atlantic","Hawai'i",FALSE,1.332,0.668,2
"Florida Atlantic","Houston",FALSE,2.332,1.336,3.668
"Florida Atlantic","Illinois",FALSE,3.33,2.338,5.668
"Florida Atlantic","Indiana",FALSE,1.998,0.668,2.666
"Florida Atlantic","Iowa",FALSE,0.666,2.004,2.67
"Florida Atlantic","Iowa State",FALSE,1.332,4.676,6.008
"Florida Atlantic","Kansas",FALSE,1.998,3.006,5.004
"Florida Atlantic","Kansas State",FALSE,1.332,0.668,2
"Florida Atlantic","Kent State",FALSE,0.666,0.668,1.334
"Florida Atlantic","Kentucky",FALSE,2.664,3.674,6.338
"Florida Atlantic","LSU",FALSE,4.33,3.006,7.336
"Florida Atlantic","Liberty",FALSE,1,5.344,6.344
"Florida Atlantic","Louisiana Monroe",FALSE,NA,NA,0
"Florida Atlantic","Louisiana Tech",FALSE,14.328,0.334,14.662
"Florida Atlantic","Louisiana-Lafayette",FALSE,NA,NA,0
"Florida Atlantic","Louisville",FALSE,2.332,2.672,5.004
"Florida Atlantic","Marshall",FALSE,8.328,0.334,8.662
"Florida Atlantic","Maryland",FALSE,2.332,1.67,4.002
"Florida Atlantic","Memphis",FALSE,6.33,3.006,9.336
"Florida Atlantic","Miami",FALSE,7.66,11.356,19.016
"Florida Atlantic","Miami (OH)",FALSE,1.332,0.334,1.666
"Florida Atlantic","Michigan",FALSE,0.666,3.006,3.672
"Florida Atlantic","Michigan State",FALSE,2.664,1.67,4.334
"Florida Atlantic","Middle Tennessee",FALSE,11.992,1.002,12.994
"Florida Atlantic","Minnesota",FALSE,2.332,0.334,2.666
"Florida Atlantic","Mississippi State",FALSE,1.998,8.35,10.348
"Florida Atlantic","Missouri",FALSE,1.998,3.006,5.004
"Florida Atlantic","NC State",FALSE,1,1.002,2.002
"Florida Atlantic","Navy",FALSE,5.662,1.336,6.998
"Florida Atlantic","Nebraska",FALSE,4.33,2.672,7.002
"Florida Atlantic","Nevada",FALSE,NA,NA,0
"Florida Atlantic","New Mexico",FALSE,1,NA,1
"Florida Atlantic","New Mexico State",FALSE,0.666,3.006,3.672
"Florida Atlantic","North Carolina",FALSE,1.998,2.004,4.002
"Florida Atlantic","North Texas",FALSE,30.646,3.006,33.652
"Florida Atlantic","Northern Illinois",FALSE,3.996,2.338,6.334
"Florida Atlantic","Northwestern",FALSE,4.998,3.34,8.338
"Florida Atlantic","Notre Dame",FALSE,2.998,9.352,12.35
"Florida Atlantic","Ohio",FALSE,0.666,0.334,1
"Florida Atlantic","Ohio State",FALSE,2.998,2.338,5.336
"Florida Atlantic","Oklahoma",FALSE,16.324,4.342,20.666
"Florida Atlantic","Oklahoma State",FALSE,1.998,11.022,13.02
"Florida Atlantic","Old Dominion",FALSE,5.664,1.002,6.666
"Florida Atlantic","Ole Miss",FALSE,3.664,2.672,6.336
"Florida Atlantic","Oregon",FALSE,1.666,2.338,4.004
"Florida Atlantic","Oregon State",FALSE,1.998,0.334,2.332
"Florida Atlantic","Penn State",FALSE,2.998,0.334,3.332
"Florida Atlantic","Pittsburgh",FALSE,7.992,3.006,10.998
"Florida Atlantic","Purdue",FALSE,1.998,1.336,3.334
"Florida Atlantic","Rice",FALSE,1.666,1.002,2.668
"Florida Atlantic","Rutgers",FALSE,2.998,0.668,3.666
"Florida Atlantic","SMU",FALSE,7.33,3.34,10.67
"Florida Atlantic","San Diego State",FALSE,1.332,1.002,2.334
"Florida Atlantic","San Jose State",FALSE,NA,NA,0
"Florida Atlantic","South Alabama",FALSE,0.666,NA,0.666
"Florida Atlantic","South Carolina",FALSE,3.664,2.338,6.002
"Florida Atlantic","Southern Miss",FALSE,2.998,3.006,6.004
"Florida Atlantic","Stanford",FALSE,3.33,3.006,6.336
"Florida Atlantic","Syracuse",FALSE,2.998,4.342,7.34
"Florida Atlantic","TCU",FALSE,0.666,5.344,6.01
"Florida Atlantic","Temple",FALSE,5.996,2.672,8.668
"Florida Atlantic","Tennessee",FALSE,4.662,6.346,11.008
"Florida Atlantic","Texas",FALSE,27.978,4.342,32.32
"Florida Atlantic","Texas A&M",FALSE,2.664,2.004,4.668
"Florida Atlantic","Texas State",FALSE,1.332,NA,1.332
"Florida Atlantic","Texas Tech",FALSE,3.664,2.004,5.668
"Florida Atlantic","Toledo",FALSE,1.666,0.668,2.334
"Florida Atlantic","Troy",FALSE,3.332,1.002,4.334
"Florida Atlantic","Tulane",FALSE,2.332,0.334,2.666
"Florida Atlantic","Tulsa",FALSE,1.332,NA,1.332
"Florida Atlantic","UAB",FALSE,10.326,1.002,11.328
"Florida Atlantic","UCF",FALSE,30.65,16.7,47.35
"Florida Atlantic","UCLA",FALSE,5.664,2.004,7.668
"Florida Atlantic","UNLV",FALSE,4.666,NA,4.666
"Florida Atlantic","USC",FALSE,6.994,4.342,11.336
"Florida Atlantic","USF",FALSE,5.994,8.016,14.01
"Florida Atlantic","UTEP",FALSE,1.666,NA,1.666
"Florida Atlantic","UTSA",FALSE,0.666,NA,0.666
"Florida Atlantic","Utah",FALSE,3.664,1.67,5.334
"Florida Atlantic","Utah State",FALSE,0.666,0.334,1
"Florida Atlantic","Vanderbilt",FALSE,1.332,3.674,5.006
"Florida Atlantic","Virginia",FALSE,1.332,1.336,2.668
"Florida Atlantic","Virginia Tech",FALSE,5.328,7.348,12.676
"Florida Atlantic","Wake Forest",FALSE,3.664,2.672,6.336
"Florida Atlantic","Washington",FALSE,NA,1.67,1.67
"Florida Atlantic","Washington State",FALSE,5.664,1.67,7.334
"Florida Atlantic","West Virginia",FALSE,6.66,1.336,7.996
"Florida Atlantic","Western Kentucky",FALSE,1.332,NA,1.332
"Florida Atlantic","Western Michigan",FALSE,1.332,1.002,2.334
"Florida Atlantic","Wisconsin",FALSE,4.33,1.67,6
"Florida Atlantic","Wyoming",FALSE,NA,3.006,3.006
"Florida State","Air Force",FALSE,6.998,0.668,7.666
"Florida State","Akron",FALSE,17.66,1.336,18.996
"Florida State","Alabama",FALSE,68.31,8.684,76.994
"Florida State","Appalachian State",FALSE,16.994,0.668,17.662
"Florida State","Arizona",FALSE,25.33,4.676,30.006
"Florida State","Arizona State",FALSE,33.33,1.002,34.332
"Florida State","Arkansas",FALSE,9.664,11.69,21.354
"Florida State","Arkansas State",FALSE,11.324,2.672,13.996
"Florida State","Army",FALSE,62.298,2.672,64.97
"Florida State","Auburn",FALSE,52.314,6.346,58.66
"Florida State","BYU",FALSE,15.992,4.342,20.334
"Florida State","Ball State",FALSE,10.666,0.334,11
"Florida State","Baylor",FALSE,14.666,5.678,20.344
"Florida State","Boise State",FALSE,28.324,4.008,32.332
"Florida State","Boston College",FALSE,307.25,4.008,311.258
"Florida State","Bowling Green",FALSE,3.332,2.338,5.67
"Florida State","Buffalo",FALSE,9.998,1.002,11
"Florida State","California",FALSE,17.992,2.338,20.33
"Florida State","Central Michigan",FALSE,6.666,1.002,7.668
"Florida State","Charlotte",FALSE,7.664,0.334,7.998
"Florida State","Cincinnati",FALSE,24.656,7.348,32.004
"Florida State","Clemson",FALSE,128.634,14.696,143.33
"Florida State","Coastal Carolina",FALSE,1.332,0.334,1.666
"Florida State","Colorado",FALSE,20.664,0.334,20.998
"Florida State","Colorado State",FALSE,17.994,5.01,23.004
"Florida State","Connecticut",FALSE,9.33,2.338,11.668
"Florida State","Duke",FALSE,34.986,3.674,38.66
"Florida State","East Carolina",FALSE,2.666,0.334,3
"Florida State","Eastern Michigan",FALSE,1.332,0.334,1.666
"Florida State","FIU",FALSE,7.332,1.002,8.334
"Florida State","Florida",FALSE,147.63,6.68,154.31
"Florida State","Florida Atlantic",FALSE,1.332,NA,1.332
"Florida State","Florida State",TRUE,2596.298,50.1,2646.398
"Florida State","Fresno State",FALSE,7,0.334,7.334
"Florida State","Georgia",FALSE,53.31,9.352,62.662
"Florida State","Georgia Southern",FALSE,23.976,0.334,24.31
"Florida State","Georgia State",FALSE,6.996,3.34,10.336
"Florida State","Georgia Tech",FALSE,71.646,6.012,77.658
"Florida State","Hawai'i",FALSE,12.996,2.338,15.334
"Florida State","Houston",FALSE,28.66,3.34,32
"Florida State","Illinois",FALSE,257.598,11.356,268.954
"Florida State","Indiana",FALSE,19.992,8.684,28.676
"Florida State","Iowa",FALSE,31.976,2.338,34.314
"Florida State","Iowa State",FALSE,24.322,4.676,28.998
"Florida State","Kansas",FALSE,25.99,11.022,37.012
"Florida State","Kansas State",FALSE,11.998,6.346,18.344
"Florida State","Kent State",FALSE,NA,0.668,0.668
"Florida State","Kentucky",FALSE,35.326,5.344,40.67
"Florida State","LSU",FALSE,85.312,9.018,94.33
"Florida State","Liberty",FALSE,5.664,2.672,8.336
"Florida State","Louisiana Monroe",FALSE,NA,NA,0
"Florida State","Louisiana Tech",FALSE,4,2.672,6.672
"Florida State","Louisiana-Lafayette",FALSE,2,NA,2
"Florida State","Louisville",FALSE,339.564,8.684,348.248
"Florida State","Marshall",FALSE,18.998,0.668,19.666
"Florida State","Maryland",FALSE,45.322,20.708,66.03
"Florida State","Memphis",FALSE,36.974,11.69,48.664
"Florida State","Miami",FALSE,446.556,12.358,458.914
"Florida State","Miami (OH)",FALSE,0.666,NA,0.666
"Florida State","Michigan",FALSE,27.658,9.352,37.01
"Florida State","Michigan State",FALSE,17.66,8.35,26.01
"Florida State","Middle Tennessee",FALSE,7.328,0.334,7.662
"Florida State","Minnesota",FALSE,16.662,10.02,26.682
"Florida State","Mississippi State",FALSE,38.654,4.342,42.996
"Florida State","Missouri",FALSE,20.328,3.674,24.002
"Florida State","NC State",FALSE,271.924,16.032,287.956
"Florida State","Navy",FALSE,31.652,3.006,34.658
"Florida State","Nebraska",FALSE,32.99,7.348,40.338
"Florida State","Nevada",FALSE,2.332,1.002,3.334
"Florida State","New Mexico",FALSE,1,NA,1
"Florida State","New Mexico State",FALSE,13.33,2.672,16.002
"Florida State","North Carolina",FALSE,21.326,7.014,28.34
"Florida State","North Texas",FALSE,4,10.02,14.02
"Florida State","Northern Illinois",FALSE,253.6,3.674,257.274
"Florida State","Northwestern",FALSE,41.982,3.34,45.322
"Florida State","Notre Dame",FALSE,173.964,10.02,183.984
"Florida State","Ohio",FALSE,6.332,0.668,7
"Florida State","Ohio State",FALSE,45.312,8.35,53.662
"Florida State","Oklahoma",FALSE,53.984,6.012,59.996
"Florida State","Oklahoma State",FALSE,25.988,4.342,30.33
"Florida State","Old Dominion",FALSE,9.996,2.338,12.334
"Florida State","Ole Miss",FALSE,26.662,6.68,33.342
"Florida State","Oregon",FALSE,56.66,5.01,61.67
"Florida State","Oregon State",FALSE,7,0.668,7.668
"Florida State","Penn State",FALSE,25.992,3.006,28.998
"Florida State","Pittsburgh",FALSE,21.994,8.684,30.678
"Florida State","Purdue",FALSE,37.326,6.346,43.672
"Florida State","Rice",FALSE,10.33,1.002,11.332
"Florida State","Rutgers",FALSE,14.994,6.012,21.006
"Florida State","SMU",FALSE,14.662,2.004,16.666
"Florida State","San Diego State",FALSE,17.326,1.002,18.328
"Florida State","San Jose State",FALSE,2,NA,2
"Florida State","South Alabama",FALSE,6.664,NA,6.664
"Florida State","South Carolina",FALSE,28.992,4.342,33.334
"Florida State","Southern Miss",FALSE,127.298,1.336,128.634
"Florida State","Stanford",FALSE,56.982,4.008,60.99
"Florida State","Syracuse",FALSE,223.27,15.364,238.634
"Florida State","TCU",FALSE,23.66,5.678,29.338
"Florida State","Temple",FALSE,54.312,16.7,71.012
"Florida State","Tennessee",FALSE,48.324,11.022,59.346
"Florida State","Texas",FALSE,38.986,14.696,53.682
"Florida State","Texas A&M",FALSE,59.984,4.008,63.992
"Florida State","Texas State",FALSE,5.662,NA,5.662
"Florida State","Texas Tech",FALSE,22.658,5.01,27.668
"Florida State","Toledo",FALSE,15,0.668,15.668
"Florida State","Troy",FALSE,11.33,2.338,13.668
"Florida State","Tulane",FALSE,9.666,0.334,10
"Florida State","Tulsa",FALSE,5.998,6.346,12.344
"Florida State","UAB",FALSE,8.332,2.004,10.336
"Florida State","UCF",FALSE,131.94,27.388,159.328
"Florida State","UCLA",FALSE,40.658,3.674,44.332
"Florida State","UNLV",FALSE,2.666,0.334,3
"Florida State","USC",FALSE,16.996,3.006,20.002
"Florida State","USF",FALSE,82.302,41.082,123.384
"Florida State","UTEP",FALSE,3.666,1.002,4.668
"Florida State","UTSA",FALSE,2,1.002,3.002
"Florida State","Utah",FALSE,10.666,2.004,12.67
"Florida State","Utah State",FALSE,7.662,3.34,11.002
"Florida State","Vanderbilt",FALSE,27.99,2.004,29.994
"Florida State","Virginia",FALSE,33.99,2.672,36.662
"Florida State","Virginia Tech",FALSE,215.294,11.022,226.316
"Florida State","Wake Forest",FALSE,307.91,3.674,311.584
"Florida State","Washington",FALSE,39.318,3.674,42.992
"Florida State","Washington State",FALSE,20.66,5.344,26.004
"Florida State","West Virginia",FALSE,39.986,24.382,64.368
"Florida State","Western Kentucky",FALSE,0.666,NA,0.666
"Florida State","Western Michigan",FALSE,10.664,2.672,13.336
"Florida State","Wisconsin",FALSE,24.326,3.34,27.666
"Florida State","Wyoming",FALSE,12,4.342,16.342
"Fresno State","Air Force",FALSE,17,3.674,20.674
"Fresno State","Akron",FALSE,2,NA,2
"Fresno State","Alabama",FALSE,18,1.67,19.67
"Fresno State","Appalachian State",FALSE,10,NA,10
"Fresno State","Arizona",FALSE,6.666,1.002,7.668
"Fresno State","Arizona State",FALSE,20.666,2.338,23.004
"Fresno State","Arkansas",FALSE,1,NA,1
"Fresno State","Arkansas State",FALSE,3,NA,3
"Fresno State","Army",FALSE,11,0.334,11.334
"Fresno State","Auburn",FALSE,6,NA,6
"Fresno State","BYU",FALSE,13,0.334,13.334
"Fresno State","Ball State",FALSE,3,NA,3
"Fresno State","Baylor",FALSE,3,4.008,7.008
"Fresno State","Boise State",FALSE,180.646,4.342,184.988
"Fresno State","Boston College",FALSE,3.666,0.334,4
"Fresno State","Bowling Green",FALSE,9,NA,9
"Fresno State","Buffalo",FALSE,10,0.334,10.334
"Fresno State","California",FALSE,9.332,7.348,16.68
"Fresno State","Central Michigan",FALSE,7,0.334,7.334
"Fresno State","Charlotte",FALSE,NA,NA,0
"Fresno State","Cincinnati",FALSE,4,NA,4
"Fresno State","Clemson",FALSE,17.664,0.334,17.998
"Fresno State","Coastal Carolina",FALSE,3,NA,3
"Fresno State","Colorado",FALSE,2,3.674,5.674
"Fresno State","Colorado State",FALSE,39,4.008,43.008
"Fresno State","Connecticut",FALSE,1,NA,1
"Fresno State","Duke",FALSE,1.666,NA,1.666
"Fresno State","East Carolina",FALSE,2,NA,2
"Fresno State","Eastern Michigan",FALSE,3,NA,3
"Fresno State","FIU",FALSE,1,NA,1
