"Giving_Team","Receiving_Team","Same.School","Flair_1_Points","Flair_2_Points","Total_Points_Given"
"Louisville","Houston",FALSE,3.332,1.002,4.334
"Louisville","Illinois",FALSE,3.666,25.384,29.05
"Louisville","Indiana",FALSE,94.99,5.344,100.334
"Louisville","Iowa",FALSE,3.332,2.672,6.004
"Louisville","Iowa State",FALSE,4.332,NA,4.332
"Louisville","Kansas",FALSE,4,2.004,6.004
"Louisville","Kansas State",FALSE,1,2.672,3.672
"Louisville","Kent State",FALSE,1.666,2.672,4.338
"Louisville","Kentucky",FALSE,131.628,4.676,136.304
"Louisville","LSU",FALSE,7.666,3.006,10.672
"Louisville","Liberty",FALSE,1,0.668,1.668
"Louisville","Louisiana Monroe",FALSE,NA,NA,0
"Louisville","Louisiana Tech",FALSE,0.666,NA,0.666
"Louisville","Louisiana-Lafayette",FALSE,NA,NA,0
"Louisville","Louisville",TRUE,1143.132,29.058,1172.19
"Louisville","Marshall",FALSE,NA,1.336,1.336
"Louisville","Maryland",FALSE,2,1.67,3.67
"Louisville","Memphis",FALSE,10.326,1.002,11.328
"Louisville","Miami",FALSE,4.332,4.008,8.34
"Louisville","Miami (OH)",FALSE,NA,1.67,1.67
"Louisville","Michigan",FALSE,5.664,3.674,9.338
"Louisville","Michigan State",FALSE,3.998,1.002,5
"Louisville","Middle Tennessee",FALSE,NA,1.002,1.002
"Louisville","Minnesota",FALSE,1.666,6.012,7.678
"Louisville","Mississippi State",FALSE,45.318,7.348,52.666
"Louisville","Missouri",FALSE,14.662,2.338,17
"Louisville","NC State",FALSE,63.644,7.014,70.658
"Louisville","Navy",FALSE,6.33,1.002,7.332
"Louisville","Nebraska",FALSE,5.332,3.006,8.338
"Louisville","Nevada",FALSE,1,NA,1
"Louisville","New Mexico",FALSE,NA,NA,0
"Louisville","New Mexico State",FALSE,NA,0.668,0.668
"Louisville","North Carolina",FALSE,2.666,5.678,8.344
"Louisville","North Texas",FALSE,2.666,0.334,3
"Louisville","Northern Illinois",FALSE,NA,3.006,3.006
"Louisville","Northwestern",FALSE,3.998,3.006,7.004
"Louisville","Notre Dame",FALSE,4.998,3.674,8.672
"Louisville","Ohio",FALSE,0.666,3.006,3.672
"Louisville","Ohio State",FALSE,5.998,3.34,9.338
"Louisville","Oklahoma",FALSE,10.326,1.67,11.996
"Louisville","Oklahoma State",FALSE,3.664,3.34,7.004
"Louisville","Old Dominion",FALSE,NA,0.668,0.668
"Louisville","Ole Miss",FALSE,1.666,1.002,2.668
"Louisville","Oregon",FALSE,2,NA,2
"Louisville","Oregon State",FALSE,1.666,1.002,2.668
"Louisville","Penn State",FALSE,3,1.67,4.67
"Louisville","Pittsburgh",FALSE,1,3.34,4.34
"Louisville","Purdue",FALSE,52.324,8.684,61.008
"Louisville","Rice",FALSE,2.332,0.668,3
"Louisville","Rutgers",FALSE,7.332,5.01,12.342
"Louisville","SMU",FALSE,3.666,0.668,4.334
"Louisville","San Diego State",FALSE,9,0.668,9.668
"Louisville","San Jose State",FALSE,NA,NA,0
"Louisville","South Alabama",FALSE,NA,0.334,0.334
"Louisville","South Carolina",FALSE,4,4.676,8.676
"Louisville","Southern Miss",FALSE,NA,2.338,2.338
"Louisville","Stanford",FALSE,1.332,1.67,3.002
"Louisville","Syracuse",FALSE,53.986,4.008,57.994
"Louisville","TCU",FALSE,1.998,0.668,2.666
"Louisville","Temple",FALSE,3.664,0.668,4.332
"Louisville","Tennessee",FALSE,9.662,2.338,12
"Louisville","Texas",FALSE,4.998,4.342,9.34
"Louisville","Texas A&M",FALSE,3.332,3.34,6.672
"Louisville","Texas State",FALSE,NA,NA,0
"Louisville","Texas Tech",FALSE,3.332,0.334,3.666
"Louisville","Toledo",FALSE,4,4.342,8.342
"Louisville","Troy",FALSE,2.998,0.668,3.666
"Louisville","Tulane",FALSE,2.998,1.002,4
"Louisville","Tulsa",FALSE,NA,0.334,0.334
"Louisville","UAB",FALSE,NA,1.336,1.336
"Louisville","UCF",FALSE,9.328,4.008,13.336
"Louisville","UCLA",FALSE,3.332,2.004,5.336
"Louisville","UNLV",FALSE,NA,0.668,0.668
"Louisville","USC",FALSE,0.666,2.004,2.67
"Louisville","USF",FALSE,7.664,3.674,11.338
"Louisville","UTEP",FALSE,3,0.334,3.334
"Louisville","UTSA",FALSE,NA,NA,0
"Louisville","Utah",FALSE,NA,0.334,0.334
"Louisville","Utah State",FALSE,3.332,NA,3.332
"Louisville","Vanderbilt",FALSE,3.996,1.336,5.332
"Louisville","Virginia",FALSE,144.634,1.67,146.304
"Louisville","Virginia Tech",FALSE,6.998,10.02,17.018
"Louisville","Wake Forest",FALSE,125.304,5.344,130.648
"Louisville","Washington",FALSE,2.332,1.336,3.668
"Louisville","Washington State",FALSE,2.666,0.668,3.334
"Louisville","West Virginia",FALSE,2.332,0.668,3
"Louisville","Western Kentucky",FALSE,1,NA,1
"Louisville","Western Michigan",FALSE,3.664,3.34,7.004
"Louisville","Wisconsin",FALSE,3.666,2.338,6.004
"Louisville","Wyoming",FALSE,NA,1.67,1.67
"Marshall","Air Force",FALSE,0.666,NA,0.666
"Marshall","Akron",FALSE,4,0.334,4.334
"Marshall","Alabama",FALSE,2.998,8.684,11.682
"Marshall","Appalachian State",FALSE,3.332,2.338,5.67
"Marshall","Arizona",FALSE,NA,0.334,0.334
"Marshall","Arizona State",FALSE,2,1.002,3.002
"Marshall","Arkansas",FALSE,1,0.668,1.668
"Marshall","Arkansas State",FALSE,0.666,0.334,1
"Marshall","Army",FALSE,7.996,0.334,8.33
"Marshall","Auburn",FALSE,1,1.336,2.336
"Marshall","BYU",FALSE,NA,1.002,1.002
"Marshall","Ball State",FALSE,2.332,1.002,3.334
"Marshall","Baylor",FALSE,4,NA,4
"Marshall","Boise State",FALSE,4.666,1.336,6.002
"Marshall","Boston College",FALSE,6,NA,6
"Marshall","Bowling Green",FALSE,NA,NA,0
"Marshall","Buffalo",FALSE,3.664,1.336,5
"Marshall","California",FALSE,1,1.336,2.336
"Marshall","Central Michigan",FALSE,2.664,NA,2.664
"Marshall","Charlotte",FALSE,5,NA,5
"Marshall","Cincinnati",FALSE,2.666,4.008,6.674
"Marshall","Clemson",FALSE,2,3.674,5.674
"Marshall","Coastal Carolina",FALSE,0.666,NA,0.666
"Marshall","Colorado",FALSE,1,NA,1
"Marshall","Colorado State",FALSE,2.666,0.334,3
"Marshall","Connecticut",FALSE,0.666,0.668,1.334
"Marshall","Duke",FALSE,5.996,0.668,6.664
"Marshall","East Carolina",FALSE,NA,0.668,0.668
"Marshall","Eastern Michigan",FALSE,4.332,0.334,4.666
"Marshall","FIU",FALSE,2.666,1.002,3.668
"Marshall","Florida",FALSE,NA,2.338,2.338
"Marshall","Florida Atlantic",FALSE,1,NA,1
"Marshall","Florida State",FALSE,6.332,2.004,8.336
"Marshall","Fresno State",FALSE,2,1.002,3.002
"Marshall","Georgia",FALSE,2.332,7.014,9.346
"Marshall","Georgia Southern",FALSE,0.666,2.672,3.338
"Marshall","Georgia State",FALSE,NA,NA,0
"Marshall","Georgia Tech",FALSE,0.666,2.338,3.004
"Marshall","Hawai'i",FALSE,2.664,NA,2.664
"Marshall","Houston",FALSE,NA,5.01,5.01
"Marshall","Illinois",FALSE,NA,1.67,1.67
"Marshall","Indiana",FALSE,NA,0.334,0.334
"Marshall","Iowa",FALSE,6,1.67,7.67
"Marshall","Iowa State",FALSE,NA,0.334,0.334
"Marshall","Kansas",FALSE,4.664,0.334,4.998
"Marshall","Kansas State",FALSE,2,1.336,3.336
"Marshall","Kent State",FALSE,1.666,1.002,2.668
"Marshall","Kentucky",FALSE,5.662,13.36,19.022
"Marshall","LSU",FALSE,1.332,1.67,3.002
"Marshall","Liberty",FALSE,5,NA,5
"Marshall","Louisiana Monroe",FALSE,NA,0.334,0.334
"Marshall","Louisiana Tech",FALSE,3,NA,3
"Marshall","Louisiana-Lafayette",FALSE,NA,NA,0
"Marshall","Louisville",FALSE,1,6.68,7.68
"Marshall","Marshall",TRUE,155.978,5.678,161.656
"Marshall","Maryland",FALSE,NA,3.674,3.674
"Marshall","Memphis",FALSE,NA,6.012,6.012
"Marshall","Miami",FALSE,1,2.004,3.004
"Marshall","Miami (OH)",FALSE,13.996,0.668,14.664
"Marshall","Michigan",FALSE,5.666,0.668,6.334
"Marshall","Michigan State",FALSE,2.332,1.002,3.334
"Marshall","Middle Tennessee",FALSE,9.332,1.002,10.334
"Marshall","Minnesota",FALSE,3.666,1.336,5.002
"Marshall","Mississippi State",FALSE,2,3.006,5.006
"Marshall","Missouri",FALSE,2,5.01,7.01
"Marshall","NC State",FALSE,26.996,NA,26.996
"Marshall","Navy",FALSE,7,0.668,7.668
"Marshall","Nebraska",FALSE,1,3.34,4.34
"Marshall","Nevada",FALSE,NA,NA,0
"Marshall","New Mexico",FALSE,1,NA,1
"Marshall","New Mexico State",FALSE,2.666,NA,2.666
"Marshall","North Carolina",FALSE,0.666,0.334,1
"Marshall","North Texas",FALSE,2.332,NA,2.332
"Marshall","Northern Illinois",FALSE,0.666,0.334,1
"Marshall","Northwestern",FALSE,2,1.67,3.67
"Marshall","Notre Dame",FALSE,1.998,2.004,4.002
"Marshall","Ohio",FALSE,4.664,0.668,5.332
"Marshall","Ohio State",FALSE,5.998,2.672,8.67
"Marshall","Oklahoma",FALSE,3.666,1.336,5.002
"Marshall","Oklahoma State",FALSE,3.666,0.334,4
"Marshall","Old Dominion",FALSE,4,2.004,6.004
"Marshall","Ole Miss",FALSE,NA,0.668,0.668
"Marshall","Oregon",FALSE,NA,0.334,0.334
"Marshall","Oregon State",FALSE,1,0.668,1.668
"Marshall","Penn State",FALSE,3.332,NA,3.332
"Marshall","Pittsburgh",FALSE,1,1.002,2.002
"Marshall","Purdue",FALSE,5.666,5.344,11.01
"Marshall","Rice",FALSE,2,NA,2
"Marshall","Rutgers",FALSE,3.332,2.672,6.004
"Marshall","SMU",FALSE,3,2.672,5.672
"Marshall","San Diego State",FALSE,4.33,0.334,4.664
"Marshall","San Jose State",FALSE,NA,NA,0
"Marshall","South Alabama",FALSE,1,NA,1
"Marshall","South Carolina",FALSE,4.332,3.34,7.672
"Marshall","Southern Miss",FALSE,11.664,0.668,12.332
"Marshall","Stanford",FALSE,2,1.002,3.002
"Marshall","Syracuse",FALSE,2,0.668,2.668
"Marshall","TCU",FALSE,2.666,2.004,4.67
"Marshall","Temple",FALSE,2.666,3.006,5.672
"Marshall","Tennessee",FALSE,6,5.344,11.344
"Marshall","Texas",FALSE,2,0.668,2.668
"Marshall","Texas A&M",FALSE,NA,3.674,3.674
"Marshall","Texas State",FALSE,1,NA,1
"Marshall","Texas Tech",FALSE,1,1.002,2.002
"Marshall","Toledo",FALSE,2.332,1.002,3.334
"Marshall","Troy",FALSE,1.332,0.668,2
"Marshall","Tulane",FALSE,1.666,2.004,3.67
"Marshall","Tulsa",FALSE,1,0.668,1.668
"Marshall","UAB",FALSE,4.332,0.334,4.666
"Marshall","UCF",FALSE,6.332,15.364,21.696
"Marshall","UCLA",FALSE,NA,0.334,0.334
"Marshall","UNLV",FALSE,1.666,NA,1.666
"Marshall","USC",FALSE,2,NA,2
"Marshall","USF",FALSE,7.332,9.352,16.684
"Marshall","UTEP",FALSE,4,NA,4
"Marshall","UTSA",FALSE,3,NA,3
"Marshall","Utah",FALSE,2,0.334,2.334
"Marshall","Utah State",FALSE,2.332,0.334,2.666
"Marshall","Vanderbilt",FALSE,1,1.336,2.336
"Marshall","Virginia",FALSE,6,0.668,6.668
"Marshall","Virginia Tech",FALSE,32.326,5.01,37.336
"Marshall","Wake Forest",FALSE,NA,0.334,0.334
"Marshall","Washington",FALSE,NA,0.668,0.668
"Marshall","Washington State",FALSE,1.666,NA,1.666
"Marshall","West Virginia",FALSE,17.332,8.35,25.682
"Marshall","Western Kentucky",FALSE,2.666,0.334,3
"Marshall","Western Michigan",FALSE,2,NA,2
"Marshall","Wisconsin",FALSE,3.666,1.336,5.002
"Marshall","Wyoming",FALSE,0.666,0.334,1
"Maryland","Air Force",FALSE,NA,1.67,1.67
"Maryland","Akron",FALSE,3,1.67,4.67
"Maryland","Alabama",FALSE,30.658,4.342,35
"Maryland","Appalachian State",FALSE,6,2.004,8.004
"Maryland","Arizona",FALSE,12.658,2.338,14.996
"Maryland","Arizona State",FALSE,12.664,5.678,18.342
"Maryland","Arkansas",FALSE,3.998,NA,3.998
"Maryland","Arkansas State",FALSE,1,0.334,1.334
"Maryland","Army",FALSE,25.998,4.008,30.006
"Maryland","Auburn",FALSE,24.998,3.006,28.004
"Maryland","BYU",FALSE,2.666,2.004,4.67
"Maryland","Ball State",FALSE,NA,2.004,2.004
"Maryland","Baylor",FALSE,1,1.336,2.336
"Maryland","Boise State",FALSE,2.666,1.67,4.336
"Maryland","Boston College",FALSE,32.652,1.336,33.988
"Maryland","Bowling Green",FALSE,116.974,1.002,117.976
"Maryland","Buffalo",FALSE,9.332,0.334,9.666
"Maryland","California",FALSE,1.998,6.012,8.01
"Maryland","Central Michigan",FALSE,1.332,0.668,2
"Maryland","Charlotte",FALSE,NA,0.334,0.334
"Maryland","Cincinnati",FALSE,3.332,2.004,5.336
"Maryland","Clemson",FALSE,5.664,14.028,19.692
"Maryland","Coastal Carolina",FALSE,1.666,3.34,5.006
"Maryland","Colorado",FALSE,3.332,4.008,7.34
"Maryland","Colorado State",FALSE,1,2.672,3.672
"Maryland","Connecticut",FALSE,2,2.004,4.004
"Maryland","Duke",FALSE,2.332,1.67,4.002
"Maryland","East Carolina",FALSE,1,NA,1
"Maryland","Eastern Michigan",FALSE,5.666,0.334,6
"Maryland","FIU",FALSE,0.666,NA,0.666
"Maryland","Florida",FALSE,2.998,6.346,9.344
"Maryland","Florida Atlantic",FALSE,NA,NA,0
"Maryland","Florida State",FALSE,16.99,5.678,22.668
"Maryland","Fresno State",FALSE,1.332,1.002,2.334
"Maryland","Georgia",FALSE,3.998,1.67,5.668
"Maryland","Georgia Southern",FALSE,1,0.334,1.334
"Maryland","Georgia State",FALSE,6.66,0.334,6.994
"Maryland","Georgia Tech",FALSE,0.666,3.006,3.672
"Maryland","Hawai'i",FALSE,3.664,2.338,6.002
"Maryland","Houston",FALSE,6.664,1.002,7.666
"Maryland","Illinois",FALSE,163.658,2.672,166.33
"Maryland","Indiana",FALSE,134.654,3.674,138.328
"Maryland","Iowa",FALSE,66.652,1.002,67.654
"Maryland","Iowa State",FALSE,1.666,2.004,3.67
"Maryland","Kansas",FALSE,3.998,2.004,6.002
"Maryland","Kansas State",FALSE,3,0.668,3.668
"Maryland","Kent State",FALSE,1,2.338,3.338
"Maryland","Kentucky",FALSE,2.998,1.336,4.334
"Maryland","LSU",FALSE,17.33,3.006,20.336
"Maryland","Liberty",FALSE,5.666,NA,5.666
"Maryland","Louisiana Monroe",FALSE,NA,NA,0
"Maryland","Louisiana Tech",FALSE,1,NA,1
"Maryland","Louisiana-Lafayette",FALSE,NA,NA,0
"Maryland","Louisville",FALSE,8.662,5.344,14.006
"Maryland","Marshall",FALSE,2,NA,2
"Maryland","Maryland",TRUE,1055.51,21.71,1077.22
"Maryland","Memphis",FALSE,10.99,2.672,13.662
"Maryland","Miami",FALSE,6.998,4.676,11.674
"Maryland","Miami (OH)",FALSE,NA,0.668,0.668
"Maryland","Michigan",FALSE,44.99,4.342,49.332
"Maryland","Michigan State",FALSE,50.33,4.676,55.006
"Maryland","Middle Tennessee",FALSE,1.998,0.334,2.332
"Maryland","Minnesota",FALSE,82.978,3.34,86.318
"Maryland","Mississippi State",FALSE,6,3.674,9.674
"Maryland","Missouri",FALSE,0.666,3.006,3.672
"Maryland","NC State",FALSE,4.332,1.336,5.668
"Maryland","Navy",FALSE,6.998,10.354,17.352
"Maryland","Nebraska",FALSE,4.666,9.686,14.352
"Maryland","Nevada",FALSE,1,0.334,1.334
"Maryland","New Mexico",FALSE,0.666,0.334,1
"Maryland","New Mexico State",FALSE,1.666,0.668,2.334
"Maryland","North Carolina",FALSE,6.664,7.682,14.346
"Maryland","North Texas",FALSE,2.666,0.334,3
"Maryland","Northern Illinois",FALSE,2.666,0.668,3.334
"Maryland","Northwestern",FALSE,12.664,3.34,16.004
"Maryland","Notre Dame",FALSE,5.996,3.674,9.67
"Maryland","Ohio",FALSE,NA,0.334,0.334
"Maryland","Ohio State",FALSE,52.996,7.014,60.01
"Maryland","Oklahoma",FALSE,7.332,1.67,9.002
"Maryland","Oklahoma State",FALSE,2,4.342,6.342
"Maryland","Old Dominion",FALSE,4.332,0.334,4.666
"Maryland","Ole Miss",FALSE,6.33,2.672,9.002
"Maryland","Oregon",FALSE,3.332,0.668,4
"Maryland","Oregon State",FALSE,NA,0.668,0.668
"Maryland","Penn State",FALSE,74.658,13.36,88.018
"Maryland","Pittsburgh",FALSE,1.666,7.348,9.014
"Maryland","Purdue",FALSE,13.666,0.668,14.334
"Maryland","Rice",FALSE,4.33,0.668,4.998
"Maryland","Rutgers",FALSE,101.65,3.674,105.324
"Maryland","SMU",FALSE,4.332,2.004,6.336
"Maryland","San Diego State",FALSE,22.662,0.668,23.33
"Maryland","San Jose State",FALSE,0.666,NA,0.666
"Maryland","South Alabama",FALSE,NA,0.334,0.334
"Maryland","South Carolina",FALSE,2,17.034,19.034
"Maryland","Southern Miss",FALSE,3.998,0.668,4.666
"Maryland","Stanford",FALSE,6.666,3.006,9.672
"Maryland","Syracuse",FALSE,4.33,4.342,8.672
"Maryland","TCU",FALSE,6.664,1.67,8.334
"Maryland","Temple",FALSE,152.974,4.342,157.316
"Maryland","Tennessee",FALSE,5.666,4.008,9.674
"Maryland","Texas",FALSE,44.658,3.34,47.998
"Maryland","Texas A&M",FALSE,8.33,2.004,10.334
"Maryland","Texas State",FALSE,0.666,NA,0.666
"Maryland","Texas Tech",FALSE,3.332,NA,3.332
"Maryland","Toledo",FALSE,NA,NA,0
"Maryland","Troy",FALSE,2.666,1.67,4.336
"Maryland","Tulane",FALSE,21.978,1.67,23.648
"Maryland","Tulsa",FALSE,3.332,1.336,4.668
"Maryland","UAB",FALSE,1.998,0.668,2.666
"Maryland","UCF",FALSE,8.996,8.35,17.346
"Maryland","UCLA",FALSE,2.998,1.336,4.334
"Maryland","UNLV",FALSE,1.332,0.334,1.666
"Maryland","USC",FALSE,8.662,7.014,15.676
"Maryland","USF",FALSE,3.666,1.336,5.002
"Maryland","UTEP",FALSE,1.332,NA,1.332
"Maryland","UTSA",FALSE,6,NA,6
"Maryland","Utah",FALSE,6.662,1.67,8.332
"Maryland","Utah State",FALSE,2.666,1.002,3.668
"Maryland","Vanderbilt",FALSE,5.33,2.004,7.334
"Maryland","Virginia",FALSE,5.332,3.006,8.338
"Maryland","Virginia Tech",FALSE,3.664,7.014,10.678
"Maryland","Wake Forest",FALSE,64.62,1.336,65.956
"Maryland","Washington",FALSE,5.664,3.34,9.004
"Maryland","Washington State",FALSE,7.332,3.006,10.338
"Maryland","West Virginia",FALSE,10.664,4.676,15.34
"Maryland","Western Kentucky",FALSE,NA,0.334,0.334
"Maryland","Western Michigan",FALSE,7.664,0.334,7.998
"Maryland","Wisconsin",FALSE,8.664,3.34,12.004
"Maryland","Wyoming",FALSE,1,0.668,1.668
"Memphis","Air Force",FALSE,NA,NA,0
"Memphis","Akron",FALSE,NA,3.34,3.34
"Memphis","Alabama",FALSE,1.666,15.364,17.03
"Memphis","Appalachian State",FALSE,15.32,10.354,25.674
"Memphis","Arizona",FALSE,1,4.008,5.008
"Memphis","Arizona State",FALSE,3.666,5.678,9.344
"Memphis","Arkansas",FALSE,NA,7.014,7.014
"Memphis","Arkansas State",FALSE,NA,0.334,0.334
"Memphis","Army",FALSE,NA,4.008,4.008
"Memphis","Auburn",FALSE,4.332,14.028,18.36
"Memphis","BYU",FALSE,NA,2.338,2.338
"Memphis","Ball State",FALSE,NA,1.336,1.336
"Memphis","Baylor",FALSE,1.332,1.67,3.002
"Memphis","Boise State",FALSE,0.666,3.006,3.672
"Memphis","Boston College",FALSE,NA,2.004,2.004
"Memphis","Bowling Green",FALSE,NA,1.67,1.67
"Memphis","Buffalo",FALSE,NA,2.004,2.004
"Memphis","California",FALSE,NA,2.338,2.338
"Memphis","Central Michigan",FALSE,NA,2.672,2.672
"Memphis","Charlotte",FALSE,0.666,2.004,2.67
"Memphis","Cincinnati",FALSE,1,4.342,5.342
"Memphis","Clemson",FALSE,1.666,6.68,8.346
"Memphis","Coastal Carolina",FALSE,NA,0.334,0.334
"Memphis","Colorado",FALSE,NA,2.004,2.004
"Memphis","Colorado State",FALSE,0.666,3.674,4.34
"Memphis","Connecticut",FALSE,1.666,4.008,5.674
"Memphis","Duke",FALSE,1,4.342,5.342
"Memphis","East Carolina",FALSE,NA,1.002,1.002
"Memphis","Eastern Michigan",FALSE,NA,0.668,0.668
"Memphis","FIU",FALSE,NA,1.002,1.002
"Memphis","Florida",FALSE,NA,9.018,9.018
"Memphis","Florida Atlantic",FALSE,NA,NA,0
"Memphis","Florida State",FALSE,0.666,10.354,11.02
"Memphis","Fresno State",FALSE,NA,6.012,6.012
"Memphis","Georgia",FALSE,1.998,5.344,7.342
"Memphis","Georgia Southern",FALSE,NA,0.668,0.668
"Memphis","Georgia State",FALSE,7.664,5.01,12.674
"Memphis","Georgia Tech",FALSE,1,5.344,6.344
"Memphis","Hawai'i",FALSE,0.666,5.344,6.01
"Memphis","Houston",FALSE,16.33,15.364,31.694
"Memphis","Illinois",FALSE,0.666,4.676,5.342
"Memphis","Indiana",FALSE,NA,6.012,6.012
"Memphis","Iowa",FALSE,NA,1.002,1.002
"Memphis","Iowa State",FALSE,NA,1.67,1.67
"Memphis","Kansas",FALSE,0.666,1.336,2.002
"Memphis","Kansas State",FALSE,0.666,5.01,5.676
"Memphis","Kent State",FALSE,NA,1.336,1.336
"Memphis","Kentucky",FALSE,NA,15.03,15.03
"Memphis","LSU",FALSE,1.666,13.026,14.692
"Memphis","Liberty",FALSE,2,1.67,3.67
"Memphis","Louisiana Monroe",FALSE,NA,NA,0
"Memphis","Louisiana Tech",FALSE,NA,1.67,1.67
"Memphis","Louisiana-Lafayette",FALSE,NA,NA,0
"Memphis","Louisville",FALSE,1,4.676,5.676
"Memphis","Marshall",FALSE,1,0.668,1.668
"Memphis","Maryland",FALSE,1.998,11.022,13.02
"Memphis","Memphis",TRUE,197.298,49.432,246.73
"Memphis","Miami",FALSE,NA,5.344,5.344
"Memphis","Miami (OH)",FALSE,NA,1.336,1.336
"Memphis","Michigan",FALSE,NA,2.004,2.004
"Memphis","Michigan State",FALSE,0.666,20.708,21.374
"Memphis","Middle Tennessee",FALSE,3.33,0.334,3.664
"Memphis","Minnesota",FALSE,NA,4.676,4.676
"Memphis","Mississippi State",FALSE,1.666,38.41,40.076
"Memphis","Missouri",FALSE,6.998,6.012,13.01
"Memphis","NC State",FALSE,NA,11.69,11.69
"Memphis","Navy",FALSE,38.658,12.692,51.35
"Memphis","Nebraska",FALSE,0.666,2.004,2.67
"Memphis","Nevada",FALSE,NA,0.334,0.334
"Memphis","New Mexico",FALSE,NA,NA,0
"Memphis","New Mexico State",FALSE,NA,0.668,0.668
"Memphis","North Carolina",FALSE,2,7.014,9.014
"Memphis","North Texas",FALSE,NA,3.006,3.006
"Memphis","Northern Illinois",FALSE,NA,2.004,2.004
"Memphis","Northwestern",FALSE,0.666,5.01,5.676
"Memphis","Notre Dame",FALSE,NA,8.684,8.684
"Memphis","Ohio",FALSE,NA,0.334,0.334
"Memphis","Ohio State",FALSE,0.666,5.344,6.01
"Memphis","Oklahoma",FALSE,1.998,5.678,7.676
"Memphis","Oklahoma State",FALSE,2.332,3.006,5.338
"Memphis","Old Dominion",FALSE,NA,3.006,3.006
"Memphis","Ole Miss",FALSE,3.332,16.366,19.698
"Memphis","Oregon",FALSE,NA,2.004,2.004
"Memphis","Oregon State",FALSE,NA,1.67,1.67
"Memphis","Penn State",FALSE,NA,19.706,19.706
"Memphis","Pittsburgh",FALSE,NA,3.34,3.34
"Memphis","Purdue",FALSE,0.666,2.338,3.004
"Memphis","Rice",FALSE,1,3.34,4.34
"Memphis","Rutgers",FALSE,NA,3.006,3.006
"Memphis","SMU",FALSE,14.332,14.362,28.694
"Memphis","San Diego State",FALSE,NA,3.34,3.34
"Memphis","San Jose State",FALSE,NA,NA,0
"Memphis","South Alabama",FALSE,9.666,1.336,11.002
"Memphis","South Carolina",FALSE,NA,4.008,4.008
"Memphis","Southern Miss",FALSE,0.666,1.002,1.668
"Memphis","Stanford",FALSE,1.666,8.016,9.682
"Memphis","Syracuse",FALSE,NA,4.008,4.008
"Memphis","TCU",FALSE,2.332,4.342,6.674
"Memphis","Temple",FALSE,0.666,8.016,8.682
"Memphis","Tennessee",FALSE,3.33,31.73,35.06
"Memphis","Texas",FALSE,0.666,4.342,5.008
"Memphis","Texas A&M",FALSE,1.666,7.014,8.68
"Memphis","Texas State",FALSE,NA,0.668,0.668
"Memphis","Texas Tech",FALSE,3.332,4.008,7.34
"Memphis","Toledo",FALSE,1,2.672,3.672
"Memphis","Troy",FALSE,0.666,1.002,1.668
"Memphis","Tulane",FALSE,19.664,7.014,26.678
"Memphis","Tulsa",FALSE,3.666,1.336,5.002
"Memphis","UAB",FALSE,4.662,1.002,5.664
"Memphis","UCF",FALSE,47.66,20.04,67.7
"Memphis","UCLA",FALSE,1,3.006,4.006
"Memphis","UNLV",FALSE,NA,0.334,0.334
"Memphis","USC",FALSE,NA,6.012,6.012
"Memphis","USF",FALSE,2.666,12.358,15.024
"Memphis","UTEP",FALSE,NA,2.004,2.004
"Memphis","UTSA",FALSE,NA,0.334,0.334
"Memphis","Utah",FALSE,NA,3.006,3.006
"Memphis","Utah State",FALSE,NA,3.006,3.006
"Memphis","Vanderbilt",FALSE,1.998,13.694,15.692
"Memphis","Virginia",FALSE,0.666,2.004,2.67
"Memphis","Virginia Tech",FALSE,NA,12.024,12.024
"Memphis","Wake Forest",FALSE,2.332,1.67,4.002
"Memphis","Washington",FALSE,NA,6.012,6.012
"Memphis","Washington State",FALSE,NA,1.67,1.67
"Memphis","West Virginia",FALSE,NA,3.006,3.006
"Memphis","Western Kentucky",FALSE,NA,0.668,0.668
"Memphis","Western Michigan",FALSE,NA,2.004,2.004
"Memphis","Wisconsin",FALSE,NA,7.348,7.348
"Memphis","Wyoming",FALSE,1,2.338,3.338
"Miami","Air Force",FALSE,2.666,NA,2.666
"Miami","Akron",FALSE,2.332,1.336,3.668
"Miami","Alabama",FALSE,42.654,9.352,52.006
"Miami","Appalachian State",FALSE,16.656,2.004,18.66
"Miami","Arizona",FALSE,8.33,3.674,12.004
"Miami","Arizona State",FALSE,9.33,3.34,12.67
"Miami","Arkansas",FALSE,1.666,0.668,2.334
"Miami","Arkansas State",FALSE,10.332,0.334,10.666
"Miami","Army",FALSE,47.328,2.338,49.666
"Miami","Auburn",FALSE,18.66,19.038,37.698
"Miami","BYU",FALSE,4.666,10.354,15.02
"Miami","Ball State",FALSE,1,6.012,7.012
"Miami","Baylor",FALSE,2.998,3.34,6.338
